,open,high,low,close,vol,timestamp,days_elapsed,days_elapsed_z,vol_z,dow,month,year,log_return,overnight_gap,log_range,volatility_5,volatility_20
33,862.0,933.0,844.0,924.5,16858,1997-10-28,1,-0.5105151459854451,-1.4159576399916691,1,10,1997,0.06999778016348641,-0.013825104991842318,0.10025270625138671,0.0340512779272713,0.02966649206267848
34,924.0,942.0,916.25,925.0,15742,1997-10-29,1,-0.5105151459854451,-1.4172216492939942,2,10,1997,0.0010816658707409699,-0.0005409791854953998,0.02771602137550181,0.051867928794330685,0.03577326109011977
35,924.5,928.5,902.0,902.25,13828,1997-10-30,1,-0.5105151459854451,-1.419389493204971,3,10,1997,-0.02436140730428155,-0.0005406866852456506,0.028955860730136753,0.052036063725552015,0.03555936331634367
36,902.0,926.25,889.75,923.75,14343,1997-10-31,1,-0.5105151459854451,-1.418806191421192,4,10,1997,0.023826952199787924,-0.00027712346027433687,0.04020365221999468,0.0524642656610755,0.03487059426021345
37,923.75,948.0,921.25,946.75,11431,1997-11-03,3,1.8095609150472043,-1.4221043949053953,0,11,1997,0.024593594519492615,0.0,0.02862305875147551,0.0542005014050566,0.034682304384664825
38,946.0,946.75,936.25,942.5,11255,1997-11-04,1,-0.5105151459854451,-1.4223037368742206,1,11,1997,-0.003706649729712435,-0.0007924977300259092,0.011152531950474887,0.03484478385993034,0.03346848984866563
39,941.5,956.0,938.25,947.0,10763,1997-11-05,1,-0.5105151459854451,-1.4228609882870737,2,11,1997,0.0058247450888712395,-0.0010615712249587457,0.01874147503627108,0.020549156653984636,0.03325816772394805
40,946.5,947.5,937.25,942.0,8763,1997-11-06,1,-0.5105151459854451,-1.4251262379328176,3,11,1997,-0.004765696073014457,-0.000528122536700658,0.010876881340559945,0.020473544465053735,0.03339469276607092
41,930.0,943.0,916.5,934.25,13406,1997-11-07,1,-0.5105151459854451,-1.419867460880223,4,11,1997,0.004559482218291717,-0.012820688429061434,0.028504215353697855,0.014351957984422715,0.030279727752015054
42,930.0,940.5,922.75,926.0,9856,1997-11-10,3,1.8095609150472043,-1.4238882790014185,0,11,1997,-0.004310351501122212,-0.004559482218291614,0.01905330683097713,0.011784571314504576,0.026888138265606085
43,926.0,932.75,922.5,926.75,6634,1997-11-11,1,-0.5105151459854451,-1.427537596180712,1,11,1997,0.0008096073846622572,0.0,0.011049836186584935,0.005210476060941947,0.026901505558293223
44,926.5,929.5,905.5,908.75,13836,1997-11-12,1,-0.5105151459854451,-1.419380432206388,2,11,1997,-0.019344016877685312,-0.0002697963054271878,0.026159529838030722,0.004893004757685968,0.02690082590602165
45,907.0,922.5,902.5,920.0,13872,1997-11-13,1,-0.5105151459854451,-1.4193396577127648,3,11,1997,0.014231219927949295,-0.0019275787325925067,0.021918685707646275,0.009091985921779342,0.027221875332996796
46,920.0,934.75,915.0,932.75,11339,1997-11-14,1,-0.5105151459854451,-1.4222085963890994,4,11,1997,0.013763542058181331,0.0,0.021355048581701886,0.012384011902982266,0.027254370953128593
47,932.0,954.5,932.0,950.25,9785,1997-11-17,3,1.8095609150472043,-1.4239686953638424,0,11,1997,0.01939229318376696,-0.0008043974156760012,0.023854828480211192,0.013964990079894416,0.027325058944898645
48,950.0,954.5,940.0,942.75,10738,1997-11-18,1,-0.5105151459854451,-1.4228893039076456,1,11,1997,-0.007660848456120036,-0.0002631232747716528,0.015307767901752815,0.01562350125708529,0.02747591410776149
49,942.25,951.5,936.25,947.75,11297,1997-11-19,1,-0.5105151459854451,-1.42225616663166,2,11,1997,0.00582012224919951,-0.0005305039912216576,0.01615715190477492,0.016716882193452468,0.027320270890498908
50,948.0,965.5,947.0,963.0,10088,1997-11-20,1,-0.5105151459854451,-1.4236255100425124,3,11,1997,0.015698909543103833,0.0002637478585775068,0.019347008682490938,0.01055571588302614,0.027319174146293194
51,962.5,971.0,949.75,949.75,9752,1997-11-21,1,-0.5105151459854451,-1.4240060719829972,4,11,1997,-0.013335274094204375,-0.0005193456361862487,0.02212767622359006,0.010752333691405564,0.027159989950852344
52,968.5,969.0,947.0,949.25,7706,1997-11-24,3,1.8095609150472043,-1.4263234223705932,0,11,1997,-0.020076283735138836,0.019549690779315704,0.022965518704687934,0.014261711814039596,0.027165236422150334
53,950.0,957.5,944.75,951.75,10625,1997-11-25,1,-0.5105151459854451,-1.42301729051263,1,11,1997,0.0018404106680201873,0.0007897854826748532,0.013405378825202787,0.014521001996016216,0.02092445808402499
54,952.0,959.75,948.75,955.5,6841,1997-11-26,1,-0.5105151459854451,-1.4273031428423775,2,11,1997,0.0036697288889624017,0.0002626395287585434,0.011527505171067414,0.014529232553442805,0.014300765762864742
55,954.75,962.25,949.75,949.75,2108,1997-11-28,2,0.6495228845308796,-1.4326638561290304,4,11,1997,-0.005250734037890663,-0.0007852375747020856,0.013075500096120607,0.01426898947290807,0.0143066404395797
56,955.5,979.75,955.0,979.75,10419,1997-12-01,3,1.8095609150472043,-1.4232506112261416,0,12,1997,0.02506267339941315,0.006035971612592759,0.0255860965990106,0.010068489120804693,0.013048600700429949
57,980.0,982.0,972.0,974.5,10002,1997-12-02,1,-0.5105151459854451,-1.4237229157772793,1,12,1997,-0.005628052717002114,0.00025513458487672725,0.01023550389402671,0.01635630858874029,0.013155993209953643
58,974.75,983.75,967.75,977.5,12103,1997-12-03,1,-0.5105151459854451,-1.4213432710244254,2,12,1997,0.0028172639968141668,0.0002565089150912163,0.016398010273855432,0.01251664762614196,0.012228944144103023
59,977.5,985.75,972.5,976.5,12123,1997-12-04,1,-0.5105151459854451,-1.4213206185279679,3,12,1997,-0.0010235415427872518,0.0,0.013532697265135148,0.012483285001179484,0.012174420635648088
60,976.25,989.0,963.0,987.25,13949,1997-12-05,1,-0.5105151459854451,-1.4192524456014037,4,12,1997,0.011204599012863062,-0.00025604916283794533,0.02664091982458649,0.012701482181856086,0.012147275050968515
61,986.5,989.75,980.5,985.25,8448,1997-12-08,3,1.8095609150472043,-1.4254830147520223,0,12,1997,-0.001267909387556961,-0.0007599747040887804,0.009389740349839137,0.01208264334464559,0.01225108696535679
62,984.75,986.25,974.5,979.0,11308,1997-12-09,1,-0.5105151459854451,-1.4222437077586085,1,12,1997,-0.005856159320504879,-0.0005076142240978463,0.011985353212468512,0.006331715138878505,0.012259109685278696
63,978.75,979.75,963.5,970.25,11583,1997-12-10,1,-0.5105151459854451,-1.4219322359323188,2,12,1997,-0.008722477055997118,-0.0002553952254975612,0.01672494922531981,0.006393912727428327,0.01230458715579886
64,981.0,981.5,962.0,965.75,10233,1997-12-11,1,-0.5105151459854451,-1.4234612794431958,3,12,1997,-0.015667458018972447,0.011018689316347315,0.020067563050809173,0.007618315545473267,0.012525287242899032
65,964.75,974.5,957.75,965.75,11582,1997-12-12,1,-0.5105151459854451,-1.4219333685571416,4,12,1997,0.0010360011286625582,-0.001036001128662573,0.017337735366857142,0.010006269254649756,0.01223037903250996
66,966.75,978.5,960.5,974.5,10500,1997-12-15,3,1.8095609150472043,-1.423158868615489,0,12,1997,0.00798458846020901,0.0010349289410157962,0.018566804627519636,0.006571617231502049,0.011854786382305717
67,973.5,985.75,973.25,980.25,8981,1997-12-16,1,-0.5105151459854451,-1.4248793257214316,1,12,1997,0.0069098163601865855,-0.0010266941353611642,0.012761786267171452,0.009090764394624152,0.011589406345874813
68,980.25,988.0,974.5,975.25,9562,1997-12-17,1,-0.5105151459854451,-1.424221270699343,2,12,1997,-0.005113792785675077,0.0,0.013758178800252397,0.010244640470890458,0.010829773995480787
69,975.25,976.5,960.5,965.0,12068,1997-12-18,1,-0.5105151459854451,-1.4213829128932258,3,12,1997,-0.010565747047779968,0.0,0.016520768108122284,0.009740206512408785,0.010751148417331565
70,964.0,964.5,935.0,957.25,15864,1997-12-19,1,-0.5105151459854451,-1.4170834690656038,4,12,1997,-0.007026704253141698,-0.0010368067284403603,0.03106330305709672,0.00791116005905419,0.010907893925010802
71,956.75,968.25,948.25,962.5,9383,1997-12-22,3,1.8095609150472043,-1.424424010542637,0,12,1997,0.005991941856127543,-0.0005224660515922037,0.02087213782585333,0.008462486461729583,0.010261711846598055
72,962.75,965.0,944.0,945.75,6096,1997-12-23,1,-0.5105151459854451,-1.428146948335417,1,12,1997,-0.0178155091818796,0.0002597065330789053,0.022001935193485235,0.00793069670168098,0.01004081742323867
73,944.75,953.5,941.5,941.75,3671,1997-12-24,1,-0.5105151459854451,-1.4308935635308815,2,12,1997,-0.003180495657447931,-0.0010579212835402784,0.012665076943266726,0.008688996193116728,0.009824972315897613
74,944.0,949.5,943.0,945.75,1198,1997-12-26,2,0.6495228845308796,-1.433694544717844,4,12,1997,0.0018520973676379236,0.0023863195733502904,0.006869247618883014,0.008830548141079577,0.009816185757023052
75,945.5,966.5,941.25,966.0,6325,1997-12-29,3,1.8095609150472043,-1.4278875772509794,0,12,1997,0.021449946114005813,-0.0002643754146264445,0.026472519534282275,0.00914850235052436,0.009777825600517159
76,966.5,980.5,965.5,979.5,6539,1997-12-30,1,-0.5105151459854451,-1.427645195538885,1,12,1997,0.013360938736209913,0.000517464435867657,0.01541654376783186,0.014258071785188457,0.010950054171512492
77,979.5,984.0,975.25,979.0,5283,1997-12-31,1,-0.5105151459854451,-1.429067772316412,2,12,1997,-0.0005105948540850265,0.0,0.00893204866548761,0.015169560152378763,0.009799455100315508
78,979.25,984.75,972.5,984.75,4631,1998-01-02,2,0.6495228845308796,-1.4298062437009245,4,1,1998,0.005600829305074574,0.0002553300154302287,0.012517726358413793,0.010428234127347669,0.009724013944326553
79,984.25,992.75,976.5,987.0,12472,1998-01-05,3,1.8095609150472043,-1.4209253324647855,0,1,1998,0.0027901096096346356,-0.000507872027168374,0.01650411969462729,0.009014001781066028,0.009789281686917908
80,987.0,987.75,970.5,971.5,12823,1998-01-06,1,-0.5105151459854451,-1.4205277811519574,1,1,1998,-0.015828770615986757,0.0,0.01761822668243518,0.008853267400603248,0.009806815772454461
81,970.75,974.75,960.5,973.5,13414,1998-01-07,1,-0.5105151459854451,-1.41985839988164,2,1,1998,0.002828856200477623,-0.0007723002057180449,0.01472704565409532,0.010754305104795149,0.010058774401705568
82,973.75,977.25,960.5,961.5,13703,1998-01-08,1,-0.5105151459854451,-1.4195310713078302,3,1,1998,-0.01266003215612362,0.00025677237270357503,0.017288522464452873,0.008554605691324393,0.01009957046718818
83,962.0,963.0,925.5,930.5,18352,1998-01-09,1,-0.5105151459854451,-1.4142654985062983,4,1,1998,-0.033292374583401056,0.0005198856368720565,0.039719279784573375,0.009979217106792138,0.01038155306627278
84,929.0,948.25,914.5,945.75,19716,1998-01-12,3,1.8095609150472043,-1.4127205982479012,0,1,1998,0.01786952469930005,-0.0016133372684669675,0.03624071273808788,0.015034601231092074,0.012529607671202597
85,945.5,960.0,944.5,959.5,12443,1998-01-13,1,-0.5105151459854451,-1.4209581785846488,1,1,1998,0.014698427349242461,-0.0002643754146264445,0.016277597520317752,0.019422742508888414,0.012925607134368832
86,960.0,966.25,953.75,963.5,12290,1998-01-14,1,-0.5105151459854451,-1.4211314701825482,2,1,1998,0.0036392033925391736,0.000520969014127415,0.013021017302964972,0.021152662921130393,0.013386995173274534
87,963.5,964.0,954.75,955.25,11956,1998-01-15,1,-0.5105151459854451,-1.4215097668733874,3,1,1998,-0.008599401527411753,0.0,0.009641768504920042,0.021203019336133083,0.013281454350334275
88,955.0,972.75,952.5,968.25,9867,1998-01-16,1,-0.5105151459854451,-1.423875820128367,4,1,1998,0.013778977914131425,-0.0002617458462790769,0.02103700486380693,0.020763407779381467,0.013281881219982057
89,968.5,986.0,966.75,985.0,10243,1998-01-20,4,2.969598945563529,-1.4234499531949671,1,1,1998,0.01689315832503823,0.000258164452188991,0.019716424115229034,0.010837955360244685,0.013657330070058451
90,984.5,985.25,967.5,975.0,14541,1998-01-21,1,-0.5105151459854451,-1.4185819317062636,2,1,1998,-0.00969642708133303,-0.0005077430929086854,0.01817999117117611,0.010628696743228737,0.013946143381294454
91,977.25,977.5,964.25,966.5,15035,1998-01-22,1,-0.5105151459854451,-1.4180224150437648,3,1,1998,-0.011061206024678642,0.00230503367521705,0.013647694771183686,0.012299938190831715,0.014040400077416157
92,966.0,972.5,955.0,964.5,15723,1998-01-23,1,-0.5105151459854451,-1.4172431691656289,4,1,1998,-0.0015540018667342026,-0.0005174644358676277,0.018158735011871048,0.013831249180749097,0.01423509718733814
93,961.0,969.75,953.5,963.5,11801,1998-01-26,3,1.8095609150472043,-1.4216853237209326,0,1,1998,0.002598078884128537,-0.00363542337549131,0.01689888127960288,0.013038839412823178,0.013608201069387909
94,963.25,979.75,960.75,973.5,15369,1998-01-27,1,-0.5105151459854451,-1.4176441183529256,1,1,1998,0.01058484130598746,-0.00025950434815406626,0.01958320763478747,0.011284101448939252,0.013577892537578256
95,974.0,985.0,973.0,982.0,12987,1998-01-28,1,-0.5105151459854451,-1.4203420306810064,2,1,1998,0.00818000471193069,0.0005134788302808095,0.012257558986083838,0.0089569538810689,0.01373915596067209
96,982.0,999.0,979.75,987.0,13700,1998-01-29,1,-0.5105151459854451,-1.4195344691822989,3,1,1998,0.005078731079015721,0.0,0.01945734156881261,0.00859014037124649,0.013034723651712288
97,987.75,993.5,984.0,988.25,14103,1998-01-30,1,-0.5105151459854451,-1.4190780213786813,4,1,1998,0.0005060728852947277,0.0007595898580185516,0.009608164939618215,0.004744226021180568,0.012749149154132713
98,988.0,1009.0,987.75,1004.0,11823,1998-02-02,3,1.8095609150472043,-1.4216604059748295,0,2,1998,0.016064602503806622,-0.00025300442892703775,0.021285391062108833,0.004077835129561775,0.012746653450897044
99,1002.75,1011.75,1001.25,1011.0,11041,1998-02-03,1,-0.5105151459854451,-1.4225461185863153,1,2,1998,0.008193714370309245,-0.001245795601512309,0.010432285373406047,0.005839735749643269,0.013169674838820656
100,1011.0,1014.75,1002.75,1009.75,13638,1998-02-04,1,-0.5105151459854451,-1.4196046919213168,2,2,1998,-0.0012371645769492202,0.0,0.011896051068844936,0.005679324116681466,0.013260405090645447
101,1009.5,1019.25,1004.0,1009.0,13611,1998-02-05,1,-0.5105151459854451,-1.4196352727915345,3,2,1998,-0.0004954173992832283,-0.0002476166906301067,0.015075041447688212,0.006876199120689109,0.012649283249491114
102,1009.0,1019.0,1008.0,1019.0,13044,1998-02-06,1,-0.5105151459854451,-1.4202774710661028,4,2,1998,0.009862012869115843,0.0,0.01085358459141085,0.0074355177894762335,0.012661599313505766
103,1019.0,1022.0,1010.25,1015.5,11404,1998-02-09,3,1.8095609150472043,-1.4221349757756128,0,2,1998,-0.003440652202285453,0.0,0.011563666805066652,0.007322063918806399,0.012287538826026262
104,1014.75,1027.75,1012.5,1024.5,12487,1998-02-10,1,-0.5105151459854451,-1.4209083430924425,1,2,1998,0.009562411959947255,-0.000738825301432315,0.01494942679729367,0.006017030614992262,0.009010151091933203
105,1024.0,1026.5,1019.5,1024.0,9317,1998-02-11,1,-0.5105151459854451,-1.4244987637809465,2,2,1998,0.0,-0.00048816207950132343,0.0068426464444783005,0.006357944547921397,0.00854540421448825
106,1023.5,1031.5,1011.25,1026.75,13261,1998-02-12,1,-0.5105151459854451,-1.4200316914795397,3,2,1998,0.003170347735323783,-0.0004884004981088745,0.019826864138605006,0.006180710249808317,0.008218793952338667
107,1026.75,1028.25,1020.75,1022.75,6836,1998-02-13,1,-0.5105151459854451,-1.4273088059664918,4,2,1998,-0.00390339602715999,0.0,0.007320676910848397,0.005856879444148126,0.008218873156957332
108,1022.5,1033.5,1017.5,1027.5,9176,1998-02-17,4,2.969598945563529,-1.4246584638809714,1,2,1998,0.004878058453432773,-0.0002444688925511479,0.015602461805072939,0.005539805346854955,0.007919052476569372
109,1027.5,1036.0,1024.0,1035.5,11747,1998-02-18,1,-0.5105151459854451,-1.4217464854613677,2,2,1998,0.007755734465249258,0.0,0.011650617219975274,0.005073068544553003,0.007562171949723689
110,1035.5,1038.0,1028.75,1030.25,11141,1998-02-19,1,-0.5105151459854451,-1.422432856104028,3,2,1998,-0.005082910616712171,0.0,0.008951311734554273,0.004497469625900858,0.006942576010468693
111,1030.25,1038.0,1024.75,1037.0,11325,1998-02-20,1,-0.5105151459854451,-1.4222244531366197,4,2,1998,0.006530438010600642,0.0,0.012847104341387059,0.005607447835196986,0.0065740446761141285
112,1037.25,1045.75,1033.75,1041.5,11059,1998-02-23,3,1.8095609150472043,-1.4225257313395037,0,2,1998,0.004089001488049428,0.0002410509834499634,0.011541363984406736,0.006061104361238216,0.005717078491666114
113,1041.5,1041.75,1030.25,1033.25,13402,1998-02-24,1,-0.5105151459854451,-1.4198719913795146,1,2,1998,-0.007952807309184925,0.0,0.01110050008363619,0.005077334109057596,0.005573124084117046
114,1033.25,1049.5,1032.75,1045.5,9873,1998-02-25,1,-0.5105151459854451,-1.4238690243794296,2,2,1998,0.011786065476846594,0.0,0.01608871298381372,0.007122133408487623,0.00619221350321401
115,1045.5,1052.5,1042.0,1052.0,10694,1998-02-26,1,-0.5105151459854451,-1.4229391393998518,3,2,1998,0.006197874428966801,0.0,0.010026343243224257,0.008212831968444639,0.00626870627698075
116,1052.0,1055.0,1046.0,1050.5,10142,1998-02-27,1,-0.5105151459854451,-1.4235643483020772,4,2,1998,-0.0014268730126000607,0.0,0.008567401285298584,0.0073254600395792485,0.006209157772764548
117,1049.25,1057.0,1046.5,1050.25,10898,1998-03-02,3,1.8095609150472043,-1.422708083935986,0,3,1998,0.0009526078357912518,-0.0011906180713548685,0.009983443984183205,0.007534989306451475,0.006296203319314393
118,1049.5,1056.5,1044.75,1056.0,12342,1998-03-03,1,-0.5105151459854451,-1.4210725736917589,1,3,1998,0.0061743250055191915,-0.0007143707888038016,0.011183935728086535,0.0075041457919218894,0.006286735004333394
119,1055.25,1055.5,1043.5,1048.0,13419,1998-03-04,1,-0.5105151459854451,-1.4198527367575258,2,3,1998,-0.006894119781620657,-0.000710479603598674,0.01143414077111977,0.005152774391855518,0.005576655220572461
120,1045.75,1046.0,1032.0,1038.5,16113,1998-03-05,1,-0.5105151459854451,-1.4168014454847087,3,3,1998,-0.0069569670061407725,-0.0021492545586796244,0.01347469858336019,0.005522694557349068,0.00582101868777361
121,1038.5,1058.0,1034.5,1057.5,13853,1998-03-06,1,-0.5105151459854451,-1.4193611775843993,4,3,1998,0.018130267604266097,0.0,0.022462115232646986,0.005561163253922375,0.006122494012945181
122,1054.0,1061.5,1051.0,1053.5,11336,1998-03-09,3,1.8095609150472043,-1.422211994263568,0,3,1998,-0.00047449585706392397,-0.003315181819125404,0.009940910266359699,0.010459980235375166,0.00710263486789528
123,1054.0,1067.25,1053.25,1065.25,12465,1998-03-10,1,-0.5105151459854451,-1.4209332608385457,1,3,1998,0.010617063278713841,0.00047449585706380346,0.013204624778945472,0.010524568738268587,0.006925749552390514
124,1065.0,1071.0,1064.25,1069.0,11509,1998-03-11,1,-0.5105151459854451,-1.4220160501692112,2,3,1998,0.0037488328815196595,-0.0002347142364959761,0.006322465739487108,0.01113535692539542,0.007040392886707373
125,1079.5,1085.0,1074.25,1084.0,10524,1998-03-12,1,-0.5105151459854451,-1.42313168561974,3,3,1998,0.0041599320447295715,0.00977433892981675,0.009957243319455439,0.009727012311453925,0.006866876174557905
126,1084.0,1089.0,1078.5,1081.0,13030,1998-03-13,1,-0.5105151459854451,-1.420293327813623,4,3,1998,-0.0027713643603832594,0.0,0.009688657103749339,0.007266204820184873,0.00684800726959826
127,1080.0,1092.5,1076.75,1091.5,11015,1998-03-16,3,1.8095609150472043,-1.42257556683171,0,3,1998,0.010591855871733244,-0.0009254975209429212,0.01452140303552525,0.0051305686246998035,0.0069579523673865
128,1091.25,1094.25,1086.0,1094.0,11963,1998-03-17,1,-0.5105151459854451,-1.4215018384996274,1,3,1998,0.0025168758281145453,-0.00022906883618657926,0.007567975577124075,0.0055929190491477735,0.007012994363131668
129,1094.0,1098.0,1089.25,1097.25,10975,1998-03-18,1,-0.5105151459854451,-1.422620871824625,2,3,1998,0.002966345586416873,0.0,0.008000957071924551,0.004769094495249244,0.007003172697436982
130,1097.25,1102.0,1095.75,1101.75,9655,1998-03-19,1,-0.5105151459854451,-1.4241159365908158,3,3,1998,0.004092775153752985,0.0,0.0056876504139412466,0.004777839385711742,0.0069163855236053715
131,1101.5,1113.75,1100.25,1111.25,12419,1998-03-20,1,-0.5105151459854451,-1.4209853615803978,4,3,1998,0.008812620585716462,-0.00022693747969854068,0.012195273093818206,0.004775588713865029,0.0066624837879160565
132,1110.5,1113.5,1104.0,1108.5,12448,1998-03-23,3,1.8095609150472043,-1.4209525154605345,0,3,1998,-0.0018026142781159896,-0.0006751434936322026,0.008568259860381651,0.0036660880911293923,0.0067397494685232625
133,1108.5,1119.25,1107.5,1117.0,11596,1998-03-24,1,-0.5105151459854451,-1.4219175118096214,1,3,1998,0.007638770012834622,0.0,0.010553595201784251,0.0038005683810145036,0.006836931984068391
